N;K3;K5;K7;K9;K11;K13;K15;K17;K19;K21;K23;K25
8400;11251;7186;11000;5369;5191;5083;4948;4951;9352;9174;9137;4682;
8500;10648;7324;10998;5622;10135;5111;4619;4873;9619;9418;4806;9355;
8600;12256;7283;11666;5675;5361;5086;5052;4975;4986;4944;4949;4738;
8700;19893;7409;6215;5646;10175;5221;5172;5074;9899;4958;4929;4913;
8800;12321;12706;11644;5832;10439;5227;10026;5148;5151;4993;4692;4878;
8900;12771;7360;6242;5851;10609;5309;5314;10107;5120;5090;4992;4976;
9000;12400;12954;6426;6028;10781;5349;5390;9908;5239;9852;9978;4964;
9100;12928;7721;6424;6016;10818;10413;5364;4841;10123;5247;5131;5184;
9200;12603;14141;6666;11552;5851;10740;10379;5309;4862;5264;5262;5103;
9300;13246;7552;12641;6209;5811;5593;5514;5396;5413;5257;5285;10316;
9400;12928;7705;6521;6162;5775;10810;5459;5500;5456;10342;5291;5199;
9500;21287;7985;12369;11625;5948;5696;5551;10540;5465;5350;5414;5362;
9600;22502;8080;12719;6299;5981;5711;11008;5575;5569;5422;5405;5285;
9700;13652;7879;5836;6396;11334;11216;5733;5684;10874;5401;10536;5398;
9800;13888;8261;6774;12265;11748;11427;5854;5625;5642;5540;10802;5454;
9900;13103;6681;6017;6393;11501;5886;5908;5652;11021;5553;10960;5517;
10000;23115;8374;7044;6604;6249;11866;5808;5722;5284;5308;10971;5539;
