N;K3;K5;K7;K9;K11;K13;K15;K17;K19;K21;K23;K25
8100;43848;27200;23216;21432;20500;19920;19424;19273;19027;18723;18602;18722;
8200;44146;27584;23607;21659;20768;20106;19749;19396;19209;18956;18716;18873;
8300;45141;28015;23756;21913;21061;20345;19888;19649;19478;19347;19085;19106;
8400;45474;28157;24086;22210;21256;20753;20169;19903;19722;19394;19362;19333;
8500;46218;28615;24385;22468;21452;20747;20341;20183;19837;19852;19414;19514;
8600;46438;28768;24678;22742;21694;21011;20580;20246;20107;19916;19760;19678;
8700;47100;29282;24871;23003;22050;21212;20796;20520;20430;20176;19945;19967;
8800;47564;29445;25233;23234;22136;21518;21068;20722;20672;20356;20201;20085;
8900;48312;29885;25396;23625;22430;21649;21362;20945;20781;20743;20422;20440;
9000;48876;30051;25549;23896;22672;21955;21606;21102;20995;20868;20562;20525;
9100;49072;30626;26054;24157;22968;22215;21806;21484;21257;21125;20810;20821;
9200;49869;30732;26294;24414;23170;22558;22053;21803;21572;21345;21019;21127;
9300;50208;31197;26585;24598;23412;22645;22356;22003;21661;21457;21308;21228;
9400;50491;31598;26883;24860;23805;23000;22578;22171;21959;21604;21443;21354;
9500;51780;31956;27348;25102;24011;23190;22801;22381;22199;22002;21667;21603;
9600;51748;32179;27606;25284;24118;23432;22951;22667;22447;22289;21779;21924;
9700;52833;32535;27700;25585;24452;23637;23383;22745;22610;22429;22182;21934;
9800;52819;32732;27994;25877;24706;23935;23376;22908;22821;22605;22392;22287;
9900;53292;33151;28159;26100;24901;24093;23750;23292;23039;22919;22670;22407;
10000;54442;33786;28474;26488;25200;24415;23940;23586;23368;23146;23046;22813;
