N;K3;K5;K7;K9;K11;K13;K15;K17;K19;K21;K23;K25
8200;36457;13071;11482;9400;10029;9823;9477;9485;9242;9320;17791;8594;
8300;35937;12908;11413;19917;10174;18869;18754;18288;18293;18194;9200;9198;
8400;21571;13989;21542;10633;10282;9990;9776;9680;18415;18160;17898;9230;
8500;20711;14260;21623;11047;19853;10098;9186;9697;18791;18401;9421;18446;
8600;23371;14192;22780;11120;10588;10123;9980;9808;9791;9699;9652;9401;
8700;37918;14467;12257;11171;19864;10330;10164;9972;19297;9751;9674;9614;
8800;23587;24831;22690;11459;20475;10346;19742;10129;10030;9826;9288;9642;
8900;24276;14378;12297;11524;21099;10494;10434;19774;10063;9988;9832;9790;
9000;23845;25221;12621;11789;21187;10645;10527;19485;10245;19407;19646;9837;
9100;24656;15053;12683;11823;21296;20666;10540;9672;19834;10269;10082;10097;
9200;24102;27575;13073;22650;11432;21015;20494;10494;9714;10324;10278;10084;
9300;25255;14968;24502;12118;11449;11026;10873;10635;10593;10410;10353;20238;
9400;24826;15134;12912;12113;11475;21180;10862;10800;10648;20322;10407;10288;
9500;40690;15623;24195;22873;11792;11197;10982;20833;10748;10570;10559;10532;
9600;42932;15796;25002;12417;11796;11371;21663;10986;10922;10713;10616;10477;
9700;26153;15448;11606;12569;22530;22215;11294;11141;21438;10737;20792;10652;
9800;26540;16142;13399;24112;22941;22404;11508;11143;11109;10976;21195;10751;
9900;25187;13200;11929;12584;22840;11681;11597;11224;21831;11022;21466;10898;
10000;44258;16457;13929;12972;12337;23487;11561;11341;10558;10568;21533;10949;
