7200;37015;22876;20171;18411;17693;17221;16908;16491;16448;16211;15933;16158;
7300;37622;23669;20328;18633;17964;17468;17178;16745;16536;16466;16409;16350;
7400;37557;24085;20706;19105;18303;17804;17213;16913;16900;16611;16557;16490;
7500;38857;24457;20901;19346;18464;18033;17590;17398;17064;16960;16730;16739;
7600;39142;24501;21172;19525;18709;18125;17825;17711;17257;17098;17064;17048;
7700;39564;25104;21444;19802;18937;18082;17913;17895;17491;17422;17107;17108;
7800;40411;25458;21746;20186;19252;18611;18077;18010;17809;17608;17497;17247;
7900;40585;25730;22050;20307;19153;18982;18405;18060;18007;17742;17785;17774;
8000;41475;26044;22416;20682;19716;18948;18675;18414;18297;18009;17820;18005;
8100;42048;26415;22567;21001;20074;19448;18931;18613;18428;18213;18196;17999;
8200;42564;26685;22836;20970;20147;19525;19008;18821;18358;18411;18387;18267;
8300;43098;27125;23144;21374;20303;19912;19499;19241;19028;18779;18537;18503;
8400;43678;27358;23502;21610;20327;20078;19510;19342;19173;18995;18803;18624;
8500;43606;27775;23751;21766;21034;20048;19862;19445;19396;19243;18652;19036;
8600;44382;27790;24190;22126;21059;20294;19929;19791;19587;19272;19054;19166;
8700;44816;28299;24247;22418;21516;20715;19935;19918;19995;19587;19419;19341;
8800;45073;28836;24586;22731;21771;20632;20639;20235;20107;19838;19509;19386;
8900;46091;28665;24631;22945;22048;21178;20780;20597;20163;20070;19824;19848;
9000;46261;29386;24668;23260;22232;21349;21066;20764;20426;20413;20141;20041;
9100;47006;29593;25193;23468;22491;21725;21156;20820;20860;20552;20265;20141;
9200;47109;29989;25565;23863;22647;21970;21587;21159;20917;20517;20488;20062;
9300;48383;29953;26059;24067;22844;22038;21730;21380;21152;20797;20697;20787;
9400;48178;30554;25804;24252;23109;22445;21891;21609;21434;21186;20802;20772;
9500;49152;30668;26564;24583;23316;22525;22063;21976;21638;20821;21028;21109;
9600;49717;31193;26860;24717;23613;22877;22461;22038;21890;21455;21118;21186;
9700;49854;31346;26439;25004;23985;23233;22602;22231;22191;21548;21679;21389;
9800;50646;31866;27148;25414;24178;23472;22839;22190;22252;21738;21917;21602;
9900;50823;32187;27517;25212;24412;23459;23005;22601;22646;22201;22116;21880;
10000;51958;32437;27715;25732;24600;23975;23241;22767;22727;22348;22389;22020;
