N;RK30;RKN2;RKN;SK30;SKN2;SKN
4800;3324.463566;4129.424899;2312.210631;329.492033;1129.883180;339.771982;
4900;2899.496853;3408.148178;2349.842973;423.970518;1211.396302;446.989933;
5000;3429.539473;3506.607050;2285.189270;478.760901;943.760033;445.088755;
5100;3125.157756;4179.652139;2642.957813;508.303059;1521.690836;542.416814;
5200;3218.805213;3481.551666;2484.929174;407.708229;972.467994;489.961223;
5300;3270.605754;4308.878392;2261.644534;484.265423;1663.938100;555.465570;
5400;3582.918364;4597.068414;2418.925795;472.355798;1567.903696;521.079648;
5500;3759.631764;4221.787181;2226.577194;396.589208;379.615595;418.468637;
5600;3030.060725;4329.701953;2493.972133;334.252898;1448.760850;437.371695;
5700;2998.804762;4980.276800;2488.383210;409.745043;409.441082;470.872594;
5800;3128.687584;5296.249050;2910.602171;587.109019;1049.107240;526.634598;
5900;4504.707760;4706.516546;2710.946514;560.108025;505.709403;475.265189;
6000;3868.537837;4547.017264;2585.943348;480.058330;1437.883862;458.069864;
6100;3579.938966;4788.714755;2783.908224;614.784515;1145.434852;573.034030;
6200;3740.547152;5225.767695;2776.274842;548.176979;1522.524877;580.522179;
6300;4415.224003;4802.613559;2811.305035;495.478557;1545.296735;555.252195;
6400;4180.736538;4809.850933;3348.485031;605.786266;1593.229739;616.421122;
6500;3566.294435;5482.302254;2749.743988;482.387811;1164.362057;554.011733;
6600;4935.256123;4596.833149;2888.068386;397.930899;396.302914;438.745940;
6700;4148.657614;5303.139919;2887.785137;494.788844;509.752881;464.541710;
6800;3746.036305;5034.440783;2662.752148;545.242148;551.901259;561.369753;
6900;3999.474090;5066.524647;2999.149213;590.946698;2272.852833;656.230904;
7000;4866.309176;5082.568544;2916.110252;525.393186;1682.592345;561.162187;
7100;4691.639159;6113.806261;3238.386790;656.417550;641.465510;680.648955;
7200;3462.527545;5683.160124;3345.718906;468.984008;493.336599;531.603236;
7300;4299.958604;5793.158983;3334.854570;440.053406;380.658640;431.520567;
7400;4700.389346;5788.129318;3185.321805;629.029411;1791.271615;612.845005;
7500;4734.831148;5594.286371;3449.828112;566.399153;1346.625412;526.592822;
7600;4447.620937;5440.132627;3580.302920;720.944519;669.364624;707.918074;
7700;4843.697761;5164.999903;3244.126076;802.298573;2239.893078;745.134216;
7800;4888.765284;5754.768718;3251.878534;657.711943;1878.533737;664.456169;
7900;4501.003444;5673.007139;3653.545812;586.030716;1418.565120;626.543694;
8000;4174.147937;6490.025038;3757.912452;646.996136;757.422603;752.518438;
8100;4807.847127;6796.330260;3323.038218;715.544548;795.118230;719.010431;
8200;5786.403805;5955.386134;3556.282047;799.666806;1542.061931;779.572319;
8300;5330.554099;5909.658366;4413.563526;669.894768;2767.365354;690.314421;
8400;5156.184442;6474.458047;3903.700168;538.436626;486.810025;483.946278;
8500;6447.605835;6051.638538;3674.547455;728.124989;586.565427;717.329074;
8600;6350.110708;6850.777985;4002.242996;738.987821;2098.643848;716.803320;
8700;4938.973071;7566.396632;4029.366948;575.025217;573.647104;623.126793;
8800;5808.834306;6063.504350;4129.587510;659.553637;1571.756024;641.661126;
8900;5394.979240;6740.628457;3909.842324;666.042041;688.764837;731.562027;
9000;5877.905154;6899.014422;3816.066037;556.398239;1560.215370;510.554600;
9100;5170.602866;7472.384693;4273.970753;702.590919;2165.593914;632.203290;
9200;5240.689268;6107.684013;3728.833330;744.276158;2633.045005;667.922151;
9300;5970.602315;8550.337654;4600.241407;594.794082;701.129089;690.669241;
9400;6100.784294;8467.272170;4472.272018;569.007909;662.760138;554.707130;
9500;5994.247909;6478.148810;4044.575874;629.477561;2270.295575;592.313262;
9600;5099.323092;7878.948026;4420.130315;688.496914;1675.451879;577.989619;
9700;6476.567069;8898.476218;4234.010156;782.664040;1833.101743;772.741872;
9800;5620.377478;7493.822256;4130.990680;716.685426;2314.790703;671.166149;
9900;5413.119433;7372.570312;4276.598415;680.688622;658.113212;614.346808;
10000;6662.577129;7205.857548;4514.442490;763.749304;1856.581267;972.733263;
