N;K3;K5;K7;K9;K11;K13;K15;K17;K19;K21;K23;K25
8100;23386;14209;11968;11175;10674;10397;10221;10003;9780;9685;9749;9758;
8200;23502;14342;12265;11245;10913;10468;10316;10104;10019;9882;9763;9882;
8300;23720;14549;12334;11311;10908;10651;10300;10259;10072;9941;9849;9849;
8400;24235;14774;12549;11433;11148;10662;10341;10475;10104;10019;9881;10052;
8500;24403;14968;12757;11591;11092;10771;10528;10418;10265;10248;10057;10191;
8600;24716;14998;12856;11725;11318;10877;10753;10525;10443;10416;10135;10277;
8700;24856;15154;12933;11875;11385;10894;10820;10717;10700;10435;10318;10473;
8800;25216;15287;12925;12109;11484;11130;10950;10841;10666;10558;10406;10473;
8900;25618;15566;13230;12135;11627;11213;11080;10991;10881;10721;10603;10641;
9000;25923;15710;13462;12342;11715;11278;11292;11096;10952;10837;10602;10767;
9100;26052;15882;13390;12606;11810;11436;11269;11076;11156;10889;10676;10832;
9200;26323;15948;13525;12684;12079;11646;11427;11162;11056;11044;10898;11005;
9300;26623;16192;13795;12708;12198;11687;11512;11378;11382;11376;11060;11050;
9400;26875;16341;13839;12918;12212;11805;11538;11465;11445;11356;11189;11148;
9500;27198;16518;13936;12966;12320;11971;11752;11566;11475;11383;11270;11252;
9600;27372;16638;14277;13161;12525;12055;11918;11685;11785;11401;11346;11417;
9700;27852;16967;14385;13287;12661;12206;11988;11731;11763;11552;11554;11497;
9800;27967;16963;14376;13384;12779;12280;12072;11993;11764;11714;11597;11599;
9900;28334;17180;14519;13425;13000;12458;12242;11903;12034;11848;11712;11688;
10000;28716;17393;14654;13615;13106;12536;12390;12036;12063;11914;11914;11856;
