N;K3;K5;K7;K9;K11;K13;K15;K17;K19;K21;K23;K25
8100;43819;27214;23091;21511;20448;19877;19455;19087;18788;18553;18552;18491;
8200;44122;27497;23531;21699;20846;20054;19734;19318;19141;18858;18639;18742;
8300;44586;27876;23694;21866;20963;20369;19876;19550;19281;19043;18887;18794;
8400;45450;28223;24016;22075;21322;20453;19979;19956;19425;19226;19002;19113;
8500;45823;28603;24431;22372;21391;20740;20294;19990;19720;19582;19233;19393;
8600;46542;28712;24631;22604;21716;20966;20638;20163;19967;19864;19477;19528;
8700;46739;29057;24873;22944;21910;21093;20788;20507;20355;19964;19771;19851;
8800;47411;29377;24964;23328;22082;21403;21026;20709;20470;20213;19939;19961;
8900;48233;29878;25455;23395;22397;21703;21268;20978;20746;20480;20270;20288;
9000;48643;30173;25948;23759;22623;21839;21578;21194;20911;20721;20389;20483;
9100;49088;30395;25896;24157;22846;22118;21673;21267;21247;20878;20529;20655;
9200;49598;30658;26196;24429;23235;22454;21952;21515;21281;21107;20856;20910;
9300;50146;31052;26622;24568;23432;22583;22157;21837;21747;21666;21191;21087;
9400;50612;31356;26751;24895;23578;22890;22303;21977;21914;21702;21378;21298;
9500;51190;31820;26937;25070;23821;23129;22667;22187;22014;21870;21572;21505;
9600;51713;32068;27392;25397;24209;23329;22941;22465;22434;21971;21761;21769;
9700;52560;32610;27834;25572;24380;23604;23133;22655;22571;22207;22110;22008;
9800;52713;32654;27807;25787;24651;23805;23296;22992;22656;22449;22247;22171;
9900;53465;33099;28191;26019;24945;24104;23583;23018;22988;22786;22498;22370;
10000;54146;33517;28440;26348;25178;24292;23866;23265;23143;22924;22775;22724;
