N;K3;K5;K7;K9;K11;K13;K15;K17;K19;K21;K23;K25
8600;197.091349;127.220281;102.737530;103.344085;104.264088;101.094016;109.402925;94.593869;100.578328;104.038454;105.503554;104.809351;
8700;196.303337;103.744879;96.969067;89.302855;91.076891;89.632583;91.389277;92.146622;93.080610;97.416631;103.009708;104.057676;
8800;200.194905;123.899153;108.503456;99.166527;101.341008;93.797655;97.882583;101.202767;104.737768;103.662915;107.447662;106.564534;
8900;226.503863;123.608252;114.960863;117.571255;109.000000;105.877287;107.261363;110.195281;106.310865;109.055032;112.712022;108.935761;
9000;214.357179;126.601738;98.534258;98.483501;98.590060;96.104110;102.513414;98.737024;97.324200;100.478853;103.353761;104.312032;
9100;208.911465;122.543870;103.004854;100.339424;98.290386;94.116949;99.418308;96.705739;95.378195;98.655968;102.615788;106.442473;
9200;178.244214;118.705518;98.442877;99.428366;97.133928;96.860725;91.515026;92.065194;93.840290;96.994845;95.430603;100.179838;
9300;183.439363;108.134176;108.609392;95.163018;93.738999;92.795474;98.747152;95.885348;98.498731;104.048066;97.739450;98.671171;
9400;200.124961;111.964280;96.041658;101.739864;92.330927;94.921020;93.161151;90.072193;95.812317;97.030923;101.271911;100.642933;
9500;184.667268;114.965212;117.698768;104.604015;104.651804;100.757134;99.909959;99.518842;108.637010;99.764723;104.115321;106.447170;
9600;203.167419;128.662349;104.971425;98.721831;102.376755;97.596106;98.386991;108.544922;103.927860;106.569226;106.418983;108.889853;
9700;221.271327;140.840335;113.013274;106.826963;106.555150;109.155852;107.582526;103.865297;104.589674;105.768615;109.247426;111.901743;
9800;211.603403;125.534856;100.319490;101.232406;97.882583;95.796660;97.780366;98.091794;96.223698;100.742245;101.513546;104.876117;
9900;174.453432;119.176340;93.882906;94.678403;88.209977;89.437129;88.628438;93.952115;100.826584;96.000000;100.299551;96.876210;
10000;183.447540;126.467387;112.689840;101.014850;97.421763;96.098907;98.483501;95.509162;98.071403;99.498744;98.600203;101.950969;
