N;K3;K5;K7;K9;K11;K13;K15;K17;K19;K21;K23;K25
8200;18835;12751;10703;10268;9841;9485;9235;9250;9065;9150;8938;9122;
8300;19152;12650;10964;9777;9774;9614;9426;9318;9204;9087;9178;8975;
8400;19063;12878;11094;10150;10109;9467;9456;9338;9135;9186;9048;9169;
8500;19939;12980;11296;10470;9947;9786;9729;9650;9440;9389;9405;9379;
8600;19184;12630;11359;10534;10058;9955;9663;9579;9458;9225;9538;9505;
8700;19751;12737;11312;10549;10444;10121;9852;9806;9670;9535;9307;9561;
8800;19738;12442;11424;10902;10624;10191;10183;9938;9993;9658;9569;9637;
8900;20661;13381;11855;10809;10494;10035;10107;9976;9772;9774;9733;9836;
9000;20115;14142;11718;11124;10331;10273;10218;9925;10032;9990;9919;9788;
9100;20983;13709;12135;11235;10759;10630;10407;9914;9832;10104;9822;9916;
9200;21464;13997;12609;11325;10893;10729;10295;10087;10015;10248;10053;10030;
9300;21637;14257;12189;11835;11204;10720;10679;10355;10339;10201;9908;10247;
9400;21954;13950;11861;11534;11200;10778;10753;10370;10497;10252;10050;10260;
9500;20754;13764;12507;11755;10959;11218;10696;10725;10615;10434;10303;10519;
9600;21146;14394;12568;12040;11415;11001;11133;10843;10790;10572;10463;10564;
9700;22886;14314;12704;11900;11595;11102;10928;10862;10723;10684;10554;10737;
9800;23030;14825;12898;12187;11540;11438;10845;11073;10608;10741;10761;10700;
9900;22433;14727;12950;12176;11620;11298;11402;11007;11082;10977;10885;10838;
10000;24803;15129;12902;12175;12014;11437;11313;11094;11134;11022;10964;10765;
