7200;36912;23361;20091;18530;17733;17230;16800;16629;16280;16202;16171;16042;
7300;37560;23675;20354;18854;17974;17416;17070;16873;16588;16391;16384;16243;
7400;38096;24093;20663;19100;18216;17726;17252;17056;16791;16652;16570;16453;
7500;38630;24506;20877;19409;18433;17998;17485;17254;17035;16841;16797;16719;
7600;38947;24777;21102;19589;18709;18182;17733;17560;17239;17072;17047;16935;
7700;39829;25151;21471;19851;18975;18405;17936;17806;17482;17308;17247;17153;
7800;40190;25488;21753;20172;19213;18649;18147;18028;17652;17484;17456;17409;
7900;40785;25649;22022;20409;19404;18903;18434;18222;17886;17736;17656;17569;
8000;41100;26074;22312;20734;19727;19137;18634;18465;18204;17996;17910;17850;
8100;41469;26387;22564;20954;19977;19395;18855;18696;18444;18188;18081;18048;
8200;42386;26846;22799;21203;20162;19589;19179;18917;18630;18431;18296;18248;
8300;42749;27065;23148;21403;20396;19875;19382;19164;18897;18641;18510;18453;
8400;43302;27398;23444;21709;20712;20067;19602;19317;19102;18882;18696;18714;
8500;44003;27568;23765;21910;20936;20268;19882;19575;19279;19115;18965;18956;
8600;44366;28016;23916;22210;21161;20514;20032;19815;19521;19328;19142;19152;
8700;45010;28370;24242;22423;21430;20770;20319;20019;19814;19589;19383;19316;
8800;45339;28611;24511;22695;21700;20975;20569;20248;20098;19782;19607;19595;
8900;46268;28950;24807;23023;21939;21191;20774;20449;20277;20031;19776;19790;
9000;46623;29386;25044;23250;22138;21418;21071;20717;20515;20248;20002;19972;
9100;47136;29676;25356;23492;22395;21679;21329;20901;20712;20467;20222;20203;
9200;47754;29910;25703;23796;22686;21876;21523;21180;20922;20714;20471;20448;
9300;48329;30284;25887;24027;22938;22154;21790;21371;21159;20933;20670;20661;
9400;48837;30548;26176;24292;23151;22432;21982;21612;21429;21055;20865;20860;
9500;49114;30903;26526;24509;23302;22642;22214;21823;21633;21318;21133;21072;
9600;49451;31272;26720;24783;23600;22936;22474;22019;21874;21546;21384;21272;
9700;50399;31412;27012;25011;23908;23151;22625;22251;22111;21751;21540;21467;
9800;50718;31859;27298;25305;24095;23388;22865;22429;22246;22019;21802;21681;
9900;51349;32235;27512;25543;24332;23624;23164;22658;22525;22258;22049;21906;
10000;52064;32532;27770;25749;24663;23757;23396;22858;22708;22452;22244;22089;
