N;Beg;Mid;End;False
58100;31.000000;31.000000;31.000000;23.000000;
58200;31.000000;31.000000;31.000000;29.000000;
58300;31.000000;31.000000;31.000000;23.000000;
58400;29.000000;31.000000;31.000000;23.000000;
58500;29.000000;27.000000;27.000000;23.000000;
58600;31.000000;31.000000;31.000000;29.000000;
58700;31.000000;31.000000;31.000000;29.000000;
58800;31.000000;31.000000;31.000000;29.000000;
58900;29.000000;31.000000;31.000000;29.000000;
59000;31.000000;31.000000;31.000000;29.000000;
59100;31.000000;31.000000;31.000000;23.000000;
59200;31.000000;31.000000;31.000000;23.000000;
59300;31.000000;31.000000;31.000000;29.000000;
59400;29.000000;31.000000;31.000000;23.000000;
59500;31.000000;31.000000;31.000000;23.000000;
59600;31.000000;31.000000;31.000000;29.000000;
59700;31.000000;31.000000;31.000000;29.000000;
59800;31.000000;31.000000;31.000000;31.000000;
59900;31.000000;29.000000;29.000000;23.000000;
60000;31.000000;31.000000;31.000000;29.000000;
60100;31.000000;31.000000;31.000000;29.000000;
60200;31.000000;31.000000;31.000000;29.000000;
60300;31.000000;31.000000;31.000000;29.000000;
60400;31.000000;29.000000;29.000000;23.000000;
60500;31.000000;31.000000;31.000000;29.000000;
60600;31.000000;31.000000;31.000000;29.000000;
60700;31.000000;31.000000;31.000000;23.000000;
60800;31.000000;31.000000;31.000000;23.000000;
60900;31.000000;29.000000;29.000000;23.000000;
61000;31.000000;31.000000;31.000000;23.000000;
61100;31.000000;31.000000;31.000000;23.000000;
61200;29.000000;31.000000;31.000000;23.000000;
61300;31.000000;29.000000;29.000000;23.000000;
61400;29.000000;29.000000;29.000000;23.000000;
61500;29.000000;29.000000;29.000000;31.000000;
61600;29.000000;31.000000;31.000000;23.000000;
61700;29.000000;31.000000;31.000000;23.000000;
61800;31.000000;29.000000;29.000000;29.000000;
61900;29.000000;29.000000;29.000000;23.000000;
62000;29.000000;29.000000;29.000000;23.000000;
62100;29.000000;31.000000;31.000000;29.000000;
62200;31.000000;29.000000;29.000000;23.000000;
62300;31.000000;29.000000;29.000000;23.000000;
62400;29.000000;29.000000;29.000000;23.000000;
62500;29.000000;29.000000;29.000000;23.000000;
62600;29.000000;31.000000;31.000000;23.000000;
62700;31.000000;29.000000;29.000000;23.000000;
62800;31.000000;29.000000;29.000000;31.000000;
62900;31.000000;29.000000;29.000000;31.000000;
63000;29.000000;29.000000;29.000000;31.000000;
63100;31.000000;29.000000;29.000000;23.000000;
63200;29.000000;29.000000;29.000000;23.000000;
63300;29.000000;29.000000;29.000000;23.000000;
63400;29.000000;29.000000;29.000000;31.000000;
63500;31.000000;29.000000;29.000000;23.000000;
63600;29.000000;29.000000;29.000000;23.000000;
63700;29.000000;29.000000;29.000000;31.000000;
63800;29.000000;29.000000;29.000000;31.000000;
63900;29.000000;29.000000;29.000000;31.000000;
64000;31.000000;29.000000;29.000000;23.000000;
64100;29.000000;29.000000;29.000000;31.000000;
64200;29.000000;29.000000;29.000000;31.000000;
64300;29.000000;29.000000;29.000000;23.000000;
64400;29.000000;29.000000;29.000000;31.000000;
64500;29.000000;31.000000;31.000000;23.000000;
64600;29.000000;29.000000;29.000000;31.000000;
64700;29.000000;29.000000;29.000000;23.000000;
64800;29.000000;29.000000;29.000000;23.000000;
64900;29.000000;29.000000;29.000000;23.000000;
65000;29.000000;31.000000;31.000000;23.000000;
65100;29.000000;29.000000;29.000000;23.000000;
65200;29.000000;29.000000;29.000000;23.000000;
65300;31.000000;29.000000;29.000000;23.000000;
65400;29.000000;31.000000;31.000000;23.000000;
65500;31.000000;31.000000;31.000000;31.000000;
65600;31.000000;29.000000;29.000000;31.000000;
65700;31.000000;29.000000;29.000000;23.000000;
65800;31.000000;29.000000;29.000000;23.000000;
65900;29.000000;29.000000;29.000000;23.000000;
66000;31.000000;29.000000;29.000000;23.000000;
66100;31.000000;29.000000;29.000000;23.000000;
66200;31.000000;31.000000;31.000000;31.000000;
66300;29.000000;29.000000;29.000000;31.000000;
66400;29.000000;29.000000;29.000000;23.000000;
66500;31.000000;29.000000;29.000000;23.000000;
66600;31.000000;29.000000;29.000000;23.000000;
66700;31.000000;31.000000;31.000000;23.000000;
66800;29.000000;29.000000;29.000000;23.000000;
66900;29.000000;29.000000;29.000000;31.000000;
67000;29.000000;29.000000;29.000000;31.000000;
67100;31.000000;29.000000;29.000000;23.000000;
67200;31.000000;31.000000;31.000000;23.000000;
67300;29.000000;29.000000;29.000000;23.000000;
67400;29.000000;29.000000;29.000000;23.000000;
67500;29.000000;29.000000;29.000000;23.000000;
67600;31.000000;29.000000;29.000000;23.000000;
67700;29.000000;29.000000;29.000000;23.000000;
67800;29.000000;29.000000;29.000000;31.000000;
67900;29.000000;29.000000;29.000000;23.000000;
68000;29.000000;29.000000;29.000000;31.000000;
68100;31.000000;29.000000;29.000000;23.000000;
68200;29.000000;29.000000;29.000000;31.000000;
68300;29.000000;29.000000;29.000000;23.000000;
68400;29.000000;29.000000;29.000000;23.000000;
68500;29.000000;29.000000;29.000000;31.000000;
68600;29.000000;31.000000;31.000000;23.000000;
68700;29.000000;29.000000;29.000000;23.000000;
68800;29.000000;29.000000;29.000000;23.000000;
68900;29.000000;29.000000;29.000000;23.000000;
69000;29.000000;29.000000;29.000000;23.000000;
69100;29.000000;31.000000;31.000000;33.000000;
69200;29.000000;29.000000;29.000000;23.000000;
69300;29.000000;29.000000;29.000000;23.000000;
69400;31.000000;29.000000;29.000000;23.000000;
69500;29.000000;31.000000;31.000000;33.000000;
69600;31.000000;31.000000;31.000000;33.000000;
69700;31.000000;29.000000;29.000000;33.000000;
69800;31.000000;29.000000;29.000000;23.000000;
69900;31.000000;29.000000;29.000000;23.000000;
70000;29.000000;29.000000;29.000000;23.000000;
70100;31.000000;29.000000;29.000000;23.000000;
70200;31.000000;29.000000;29.000000;23.000000;
70300;31.000000;31.000000;31.000000;23.000000;
70400;31.000000;31.000000;31.000000;33.000000;
70500;29.000000;29.000000;29.000000;23.000000;
70600;31.000000;29.000000;29.000000;23.000000;
70700;31.000000;29.000000;29.000000;33.000000;
70800;31.000000;31.000000;31.000000;23.000000;
70900;29.000000;29.000000;29.000000;23.000000;
71000;29.000000;29.000000;29.000000;31.000000;
71100;29.000000;29.000000;29.000000;23.000000;
71200;31.000000;29.000000;29.000000;23.000000;
71300;31.000000;31.000000;31.000000;23.000000;
71400;29.000000;29.000000;29.000000;23.000000;
71500;29.000000;29.000000;29.000000;23.000000;
71600;29.000000;29.000000;29.000000;23.000000;
71700;31.000000;29.000000;29.000000;23.000000;
71800;29.000000;29.000000;29.000000;23.000000;
71900;29.000000;29.000000;29.000000;23.000000;
72000;29.000000;29.000000;29.000000;23.000000;
72100;29.000000;29.000000;29.000000;31.000000;
72200;31.000000;29.000000;29.000000;23.000000;
72300;29.000000;29.000000;29.000000;23.000000;
72400;29.000000;29.000000;29.000000;23.000000;
72500;29.000000;29.000000;29.000000;23.000000;
72600;29.000000;29.000000;29.000000;31.000000;
72700;29.000000;31.000000;31.000000;33.000000;
72800;29.000000;29.000000;29.000000;23.000000;
72900;29.000000;29.000000;29.000000;23.000000;
73000;29.000000;29.000000;29.000000;23.000000;
73100;29.000000;29.000000;29.000000;23.000000;
73200;29.000000;31.000000;31.000000;33.000000;
73300;29.000000;29.000000;29.000000;23.000000;
73400;29.000000;29.000000;29.000000;23.000000;
73500;31.000000;29.000000;29.000000;33.000000;
73600;31.000000;29.000000;29.000000;33.000000;
73700;31.000000;31.000000;31.000000;33.000000;
73800;31.000000;29.000000;29.000000;33.000000;
73900;31.000000;29.000000;29.000000;33.000000;
74000;31.000000;29.000000;29.000000;23.000000;
74100;29.000000;29.000000;29.000000;23.000000;
74200;31.000000;29.000000;29.000000;23.000000;
74300;31.000000;29.000000;29.000000;33.000000;
74400;31.000000;31.000000;31.000000;23.000000;
74500;31.000000;31.000000;31.000000;33.000000;
74600;29.000000;29.000000;29.000000;23.000000;
74700;31.000000;29.000000;29.000000;33.000000;
74800;31.000000;29.000000;29.000000;33.000000;
74900;31.000000;31.000000;31.000000;23.000000;
75000;29.000000;29.000000;29.000000;23.000000;
75100;29.000000;29.000000;29.000000;23.000000;
75200;31.000000;29.000000;29.000000;23.000000;
75300;31.000000;29.000000;29.000000;23.000000;
75400;31.000000;31.000000;31.000000;23.000000;
75500;29.000000;29.000000;29.000000;33.000000;
75600;29.000000;29.000000;29.000000;23.000000;
75700;29.000000;29.000000;29.000000;23.000000;
75800;31.000000;29.000000;29.000000;23.000000;
75900;29.000000;29.000000;29.000000;33.000000;
76000;29.000000;29.000000;29.000000;23.000000;
76100;29.000000;29.000000;29.000000;23.000000;
76200;29.000000;29.000000;29.000000;31.000000;
76300;31.000000;29.000000;29.000000;23.000000;
76400;29.000000;29.000000;29.000000;23.000000;
76500;29.000000;29.000000;29.000000;23.000000;
76600;29.000000;29.000000;29.000000;23.000000;
76700;29.000000;29.000000;29.000000;23.000000;
76800;31.000000;29.000000;29.000000;33.000000;
76900;29.000000;29.000000;29.000000;23.000000;
77000;29.000000;29.000000;29.000000;23.000000;
77100;29.000000;29.000000;29.000000;33.000000;
77200;29.000000;29.000000;29.000000;23.000000;
77300;29.000000;31.000000;31.000000;33.000000;
77400;29.000000;29.000000;29.000000;23.000000;
77500;29.000000;29.000000;29.000000;33.000000;
77600;31.000000;29.000000;29.000000;33.000000;
77700;31.000000;29.000000;29.000000;33.000000;
77800;31.000000;31.000000;31.000000;33.000000;
77900;31.000000;29.000000;29.000000;33.000000;
78000;31.000000;29.000000;29.000000;33.000000;
78100;31.000000;29.000000;29.000000;23.000000;
78200;29.000000;29.000000;29.000000;23.000000;
78300;31.000000;29.000000;29.000000;33.000000;
78400;31.000000;31.000000;31.000000;33.000000;
78500;31.000000;31.000000;31.000000;23.000000;
78600;31.000000;31.000000;31.000000;33.000000;
78700;29.000000;29.000000;29.000000;33.000000;
78800;31.000000;29.000000;29.000000;33.000000;
78900;31.000000;29.000000;29.000000;33.000000;
79000;31.000000;31.000000;31.000000;23.000000;
79100;29.000000;29.000000;29.000000;33.000000;
79200;29.000000;29.000000;29.000000;23.000000;
79300;31.000000;29.000000;29.000000;23.000000;
79400;31.000000;29.000000;29.000000;23.000000;
79500;31.000000;31.000000;31.000000;23.000000;
79600;29.000000;29.000000;29.000000;33.000000;
79700;29.000000;29.000000;29.000000;23.000000;
79800;29.000000;29.000000;29.000000;23.000000;
79900;31.000000;29.000000;29.000000;33.000000;
80000;31.000000;31.000000;31.000000;33.000000;
80100;29.000000;29.000000;29.000000;23.000000;
80200;29.000000;29.000000;29.000000;23.000000;
80300;29.000000;29.000000;29.000000;23.000000;
80400;31.000000;29.000000;29.000000;23.000000;
80500;29.000000;29.000000;29.000000;23.000000;
80600;29.000000;29.000000;29.000000;23.000000;
80700;29.000000;29.000000;29.000000;33.000000;
80800;29.000000;29.000000;29.000000;23.000000;
80900;31.000000;29.000000;29.000000;33.000000;
81000;29.000000;29.000000;29.000000;23.000000;
81100;29.000000;29.000000;29.000000;33.000000;
81200;29.000000;29.000000;29.000000;33.000000;
81300;29.000000;29.000000;29.000000;23.000000;
81400;29.000000;31.000000;31.000000;33.000000;
81500;29.000000;29.000000;29.000000;33.000000;
81600;31.000000;29.000000;29.000000;33.000000;
81700;31.000000;29.000000;29.000000;33.000000;
81800;31.000000;29.000000;29.000000;33.000000;
81900;31.000000;31.000000;31.000000;31.000000;
82000;31.000000;29.000000;29.000000;33.000000;
82100;31.000000;29.000000;29.000000;33.000000;
82200;31.000000;29.000000;29.000000;23.000000;
82300;29.000000;29.000000;29.000000;33.000000;
82400;31.000000;29.000000;29.000000;33.000000;
82500;31.000000;31.000000;31.000000;33.000000;
82600;31.000000;31.000000;31.000000;23.000000;
82700;31.000000;31.000000;31.000000;33.000000;
82800;29.000000;29.000000;29.000000;33.000000;
82900;31.000000;29.000000;29.000000;33.000000;
83000;31.000000;29.000000;29.000000;33.000000;
83100;31.000000;31.000000;31.000000;33.000000;
83200;31.000000;31.000000;31.000000;33.000000;
83300;29.000000;29.000000;29.000000;23.000000;
83400;31.000000;29.000000;29.000000;23.000000;
83500;31.000000;29.000000;29.000000;33.000000;
83600;31.000000;31.000000;31.000000;23.000000;
83700;29.000000;29.000000;29.000000;33.000000;
83800;29.000000;29.000000;29.000000;23.000000;
83900;29.000000;29.000000;29.000000;33.000000;
84000;31.000000;29.000000;29.000000;33.000000;
84100;31.000000;31.000000;31.000000;33.000000;
84200;29.000000;29.000000;29.000000;23.000000;
84300;29.000000;29.000000;29.000000;23.000000;
84400;29.000000;29.000000;29.000000;23.000000;
84500;31.000000;29.000000;29.000000;23.000000;
84600;29.000000;29.000000;29.000000;23.000000;
84700;29.000000;29.000000;29.000000;33.000000;
84800;29.000000;29.000000;29.000000;33.000000;
84900;29.000000;29.000000;29.000000;23.000000;
85000;31.000000;29.000000;29.000000;33.000000;
85100;29.000000;29.000000;29.000000;33.000000;
85200;29.000000;29.000000;29.000000;33.000000;
85300;29.000000;29.000000;29.000000;33.000000;
85400;29.000000;29.000000;29.000000;23.000000;
85500;29.000000;31.000000;31.000000;31.000000;
85600;29.000000;29.000000;29.000000;33.000000;
85700;31.000000;29.000000;29.000000;33.000000;
85800;31.000000;29.000000;29.000000;33.000000;
85900;31.000000;29.000000;29.000000;33.000000;
86000;31.000000;31.000000;31.000000;31.000000;
86100;31.000000;29.000000;29.000000;33.000000;
86200;31.000000;29.000000;29.000000;33.000000;
86300;31.000000;29.000000;29.000000;33.000000;
86400;31.000000;31.000000;31.000000;33.000000;
86500;31.000000;29.000000;29.000000;33.000000;
86600;31.000000;31.000000;31.000000;33.000000;
86700;31.000000;31.000000;31.000000;33.000000;
86800;31.000000;31.000000;31.000000;33.000000;
86900;29.000000;29.000000;29.000000;33.000000;
87000;31.000000;29.000000;29.000000;33.000000;
87100;31.000000;29.000000;29.000000;31.000000;
87200;31.000000;31.000000;31.000000;33.000000;
87300;31.000000;31.000000;31.000000;33.000000;
87400;29.000000;29.000000;29.000000;23.000000;
87500;31.000000;29.000000;29.000000;33.000000;
87600;31.000000;29.000000;29.000000;33.000000;
87700;31.000000;31.000000;31.000000;23.000000;
87800;29.000000;29.000000;29.000000;33.000000;
87900;29.000000;29.000000;29.000000;33.000000;
88000;31.000000;29.000000;29.000000;33.000000;
88100;31.000000;29.000000;29.000000;33.000000;
88200;31.000000;31.000000;31.000000;33.000000;
88300;29.000000;29.000000;29.000000;33.000000;
88400;29.000000;29.000000;29.000000;23.000000;
88500;29.000000;29.000000;29.000000;23.000000;
88600;31.000000;29.000000;29.000000;23.000000;
88700;29.000000;29.000000;29.000000;33.000000;
88800;29.000000;29.000000;29.000000;33.000000;
88900;29.000000;29.000000;29.000000;33.000000;
89000;29.000000;29.000000;29.000000;23.000000;
89100;31.000000;29.000000;29.000000;33.000000;
89200;29.000000;29.000000;29.000000;33.000000;
89300;29.000000;29.000000;29.000000;33.000000;
89400;29.000000;29.000000;29.000000;33.000000;
89500;29.000000;29.000000;29.000000;33.000000;
89600;31.000000;29.000000;29.000000;31.000000;
89700;29.000000;29.000000;29.000000;33.000000;
89800;31.000000;29.000000;29.000000;33.000000;
89900;31.000000;29.000000;29.000000;31.000000;
90000;31.000000;29.000000;29.000000;33.000000;
90100;31.000000;31.000000;31.000000;31.000000;
90200;31.000000;29.000000;29.000000;33.000000;
90300;31.000000;29.000000;29.000000;31.000000;
90400;31.000000;29.000000;29.000000;33.000000;
90500;31.000000;31.000000;31.000000;33.000000;
90600;31.000000;29.000000;29.000000;33.000000;
90700;31.000000;31.000000;31.000000;33.000000;
90800;31.000000;31.000000;31.000000;33.000000;
90900;31.000000;31.000000;31.000000;33.000000;
91000;29.000000;29.000000;29.000000;33.000000;
91100;31.000000;29.000000;29.000000;31.000000;
91200;31.000000;31.000000;31.000000;31.000000;
91300;31.000000;31.000000;31.000000;33.000000;
91400;31.000000;31.000000;31.000000;33.000000;
91500;29.000000;29.000000;29.000000;33.000000;
91600;31.000000;29.000000;29.000000;33.000000;
91700;31.000000;29.000000;29.000000;33.000000;
91800;31.000000;31.000000;31.000000;23.000000;
91900;29.000000;29.000000;29.000000;31.000000;
92000;29.000000;29.000000;29.000000;33.000000;
92100;31.000000;29.000000;29.000000;33.000000;
92200;31.000000;29.000000;29.000000;33.000000;
92300;31.000000;31.000000;31.000000;33.000000;
92400;29.000000;29.000000;29.000000;33.000000;
92500;29.000000;29.000000;29.000000;23.000000;
92600;29.000000;29.000000;29.000000;23.000000;
92700;31.000000;29.000000;29.000000;33.000000;
92800;31.000000;31.000000;31.000000;33.000000;
92900;29.000000;29.000000;29.000000;33.000000;
93000;29.000000;29.000000;29.000000;33.000000;
93100;29.000000;29.000000;29.000000;33.000000;
93200;31.000000;29.000000;29.000000;33.000000;
93300;29.000000;29.000000;29.000000;33.000000;
93400;29.000000;29.000000;29.000000;33.000000;
93500;29.000000;29.000000;29.000000;31.000000;
93600;29.000000;29.000000;29.000000;33.000000;
93700;31.000000;29.000000;29.000000;31.000000;
93800;29.000000;29.000000;29.000000;33.000000;
93900;31.000000;29.000000;29.000000;31.000000;
94000;31.000000;29.000000;29.000000;31.000000;
94100;31.000000;29.000000;29.000000;33.000000;
94200;31.000000;31.000000;31.000000;31.000000;
94300;31.000000;29.000000;29.000000;31.000000;
94400;31.000000;29.000000;29.000000;31.000000;
94500;31.000000;29.000000;29.000000;33.000000;
94600;31.000000;29.000000;29.000000;33.000000;
94700;31.000000;33.000000;33.000000;31.000000;
94800;31.000000;29.000000;29.000000;33.000000;
94900;31.000000;29.000000;29.000000;33.000000;
95000;31.000000;29.000000;29.000000;33.000000;
95100;29.000000;33.000000;33.000000;31.000000;
95200;31.000000;33.000000;33.000000;31.000000;
95300;31.000000;29.000000;29.000000;31.000000;
95400;31.000000;29.000000;29.000000;33.000000;
95500;31.000000;29.000000;29.000000;33.000000;
95600;29.000000;33.000000;33.000000;33.000000;
95700;31.000000;33.000000;33.000000;33.000000;
95800;31.000000;33.000000;33.000000;33.000000;
95900;31.000000;29.000000;29.000000;33.000000;
96000;31.000000;29.000000;29.000000;31.000000;
96100;33.000000;33.000000;33.000000;33.000000;
96200;31.000000;33.000000;33.000000;33.000000;
96300;31.000000;33.000000;33.000000;31.000000;
96400;31.000000;29.000000;29.000000;33.000000;
96500;33.000000;33.000000;33.000000;33.000000;
96600;33.000000;33.000000;33.000000;23.000000;
96700;33.000000;33.000000;33.000000;33.000000;
96800;31.000000;33.000000;33.000000;33.000000;
96900;31.000000;29.000000;29.000000;33.000000;
97000;33.000000;33.000000;33.000000;33.000000;
97100;33.000000;33.000000;33.000000;33.000000;
97200;33.000000;33.000000;33.000000;33.000000;
97300;31.000000;33.000000;33.000000;33.000000;
97400;33.000000;33.000000;33.000000;33.000000;
97500;33.000000;33.000000;33.000000;31.000000;
97600;33.000000;33.000000;33.000000;31.000000;
97700;33.000000;33.000000;33.000000;33.000000;
97800;31.000000;33.000000;33.000000;31.000000;
97900;33.000000;33.000000;33.000000;31.000000;
98000;31.000000;33.000000;33.000000;31.000000;
98100;31.000000;33.000000;33.000000;31.000000;
98200;31.000000;33.000000;33.000000;33.000000;
98300;31.000000;31.000000;31.000000;29.000000;
98400;31.000000;33.000000;33.000000;31.000000;
98500;31.000000;33.000000;33.000000;31.000000;
98600;31.000000;33.000000;33.000000;33.000000;
98700;31.000000;29.000000;29.000000;33.000000;
98800;31.000000;33.000000;33.000000;31.000000;
98900;31.000000;29.000000;29.000000;33.000000;
99000;31.000000;29.000000;29.000000;33.000000;
99100;31.000000;29.000000;29.000000;31.000000;
99200;31.000000;29.000000;29.000000;31.000000;
99300;31.000000;33.000000;33.000000;31.000000;
99400;31.000000;29.000000;29.000000;31.000000;
99500;31.000000;29.000000;29.000000;31.000000;
99600;31.000000;29.000000;29.000000;33.000000;
99700;33.000000;33.000000;33.000000;33.000000;
99800;31.000000;33.000000;33.000000;33.000000;
99900;31.000000;33.000000;33.000000;31.000000;
100000;31.000000;29.000000;29.000000;33.000000;
