100;179.150000;
200;191.960000;
300;203.140000;
400;206.510000;
500;212.350000;
600;211.860000;
700;218.630000;
800;217.650000;
900;221.780000;
1000;221.360000;
1100;232.830000;
1200;230.520000;
1300;232.920000;
1400;233.970000;
1500;237.410000;
1600;237.660000;
1700;233.850000;
1800;241.620000;
1900;237.750000;
2000;252.000000;
2100;242.950000;
2200;250.510000;
2300;239.590000;
2400;246.400000;
2500;249.740000;
2600;242.820000;
2700;244.690000;
2800;250.510000;
2900;256.230000;
3000;245.310000;
3100;353.090000;
3200;273.200000;
3300;263.260000;
3400;610.290000;
3500;253.870000;
3600;254.850000;
3700;261.490000;
3800;264.160000;
3900;261.780000;
4000;261.910000;
4100;263.360000;
4200;276.610000;
4300;260.340000;
4400;259.330000;
4500;262.910000;
4600;255.100000;
4700;265.270000;
4800;252.920000;
4900;305.740000;
5000;272.110000;
5100;421.300000;
5200;370.360000;
5300;282.660000;
5400;276.250000;
5500;335.840000;
5600;721.080000;
5700;286.160000;
5800;342.340000;
5900;282.000000;
6000;272.390000;
6100;281.730000;
6200;276.880000;
6300;272.300000;
6400;276.700000;
6500;281.060000;
6600;372.200000;
6700;330.960000;
6800;363.310000;
6900;334.530000;
7000;301.750000;
7100;290.530000;
7200;282.250000;
7300;296.800000;
7400;353.560000;
7500;280.010000;
7600;281.440000;
7700;279.660000;
7800;279.140000;
7900;294.430000;
8000;298.620000;
8100;311.780000;
8200;303.160000;
8300;306.130000;
8400;314.100000;
8500;298.410000;
8600;385.370000;
8700;290.010000;
8800;291.060000;
8900;286.150000;
9000;286.570000;
9100;286.660000;
9200;287.100000;
9300;282.240000;
9400;288.720000;
9500;283.440000;
9600;286.220000;
9700;292.510000;
9800;290.460000;
9900;290.380000;
10000;358.160000;
10100;327.800000;
10200;326.260000;
10300;287.060000;
10400;284.870000;
10500;282.070000;
10600;299.450000;
10700;289.460000;
10800;293.800000;
10900;396.840000;
11000;377.120000;
11100;322.700000;
11200;302.780000;
11300;313.850000;
11400;286.620000;
11500;287.530000;
11600;290.080000;
11700;526.370000;
11800;346.020000;
11900;637.860000;
12000;350.170000;
12100;297.630000;
12200;297.530000;
12300;285.640000;
12400;286.450000;
12500;295.730000;
12600;425.950000;
12700;331.260000;
12800;603.120000;
12900;349.620000;
13000;285.730000;
13100;298.960000;
13200;281.900000;
13300;277.060000;
13400;283.570000;
13500;280.890000;
13600;290.200000;
13700;279.480000;
13800;289.610000;
13900;342.770000;
14000;311.660000;
14100;377.990000;
14200;313.090000;
14300;290.460000;
14400;290.340000;
14500;299.970000;
14600;377.720000;
14700;324.130000;
14800;380.280000;
14900;1352.870000;
15000;305.910000;
