N;K3;K5;K7;K9;K11;K13;K15;K17;K19;K21;K23;K25
8100;43764;27302;23118;21571;20532;19875;19476;19186;18968;18784;18608;18647;
8200;44327;27558;23526;21695;20883;20287;19837;19391;19207;18921;18843;18842;
8300;44706;27921;23854;21894;21089;20355;19949;19668;19571;19206;18979;19138;
8400;45452;28236;24165;22245;21131;20558;20131;19880;19608;19618;19293;19579;
8500;45974;28730;24388;22492;21399;20860;20362;20110;19889;19641;19479;19537;
8600;46435;28818;24588;22758;21771;21085;20600;20267;20174;19865;19738;19665;
8700;46966;29171;24949;23138;22009;21269;20778;20547;20456;20181;19938;20187;
8800;47725;29693;25300;23306;22210;21735;21044;20755;20684;20345;20110;20203;
8900;48079;29770;25459;23509;22515;21790;21392;20994;20827;20651;20359;20370;
9000;48779;30235;25696;23931;22796;22118;21738;21214;21203;20873;20614;20623;
9100;49045;30485;26142;24162;22845;22170;21852;21429;21336;21201;20949;20781;
9200;49790;30857;26242;24448;23249;22540;22030;21633;21523;21427;20982;21163;
9300;50538;31225;26592;24582;23433;22758;22378;21874;21727;21550;21155;21208;
9400;50487;31634;26923;24884;23751;22891;22515;22225;21974;21826;21460;21482;
9500;51233;31873;27234;25120;24071;23200;22842;22270;22221;21889;21688;21594;
9600;52244;32118;27436;25363;24201;23458;23117;22575;22435;22149;21894;21914;
9700;52658;32687;27727;25547;24556;23708;23240;22700;22631;22387;22156;21975;
9800;52916;32904;27976;25992;24692;23850;23552;22970;22767;22493;22442;22198;
9900;53511;33231;28284;26344;25001;24189;23655;23182;23229;22979;22763;22636;
10000;54008;33607;28475;26381;25086;24465;23967;23450;23500;23140;22821;22641;
