N;K3;K5;K7;K9;K11;K13;K15;K17;K19;K21;K23;K25
8400;11756;6796;5972;5367;5216;5014;9520;9602;9324;4559;4732;4789;
8500;11696;7063;11368;10289;5306;5155;4977;5025;4898;9440;9342;4816;
8600;11621;13243;6167;5669;5392;5164;5116;5107;4830;4850;4841;9408;
8700;12079;13230;11001;5730;5429;10070;5136;9760;9807;5053;4930;9537;
8800;11875;5834;6138;11028;5495;5268;5331;5094;4748;5019;9822;9813;
8900;12762;12986;5363;5845;5537;5297;10006;5201;5151;5111;5116;4958;
9000;19132;7550;6367;6001;5571;5387;10368;10282;10200;9898;5032;9873;
9100;12905;7704;12014;5971;5698;5411;10442;10226;5252;5227;9896;5098;
9200;13272;7770;12234;6160;5848;10645;5421;5435;5321;5295;10074;9917;
9300;21832;7771;6709;6077;5754;5618;5555;10516;10488;10294;10313;10279;
9400;13410;7797;6540;6140;5797;10959;5059;5468;5433;5287;5306;5404;
9500;13353;8063;6663;11685;5919;11053;10717;5538;5485;5343;5312;10455;
9600;22055;8179;12753;6221;5968;5826;5674;10856;5525;10485;5416;5333;
9700;22936;15051;12876;6360;6073;5803;5688;10934;10803;5417;10613;5459;
9800;13910;8288;6861;6440;6111;11357;11103;5613;5755;5507;5573;10691;
9900;9740;14380;12551;5662;6080;5931;11195;11140;11128;5737;5694;10676;
10000;12962;7931;7216;6577;6154;5959;6022;5767;5843;5294;5614;5585;
