N;K3;K5;K7;K9;K11;K13;K15;K17;K19;K21;K23;K25
8100;23118;14229;12021;11032;10497;10282;9953;9952;9807;9805;9714;9750;
8200;23625;14352;12104;11102;10629;10419;10093;10135;9905;9786;9782;9774;
8300;23929;14527;12251;11237;10841;10492;10235;10227;9998;9944;9806;9948;
8400;24135;14638;12406;11386;10914;10572;10397;10304;10153;9973;9976;10046;
8500;24482;14840;12528;11498;11030;10706;10491;10441;10209;10120;10093;10066;
8600;24651;14952;12624;11709;11186;10806;10604;10512;10365;10280;10193;10403;
8700;24790;15105;12845;11763;11238;10981;10668;10662;10528;10453;10262;10357;
8800;25445;15272;12952;12018;11416;11029;10788;10797;10742;10455;10430;10472;
8900;25632;15453;13017;12053;11531;11190;11033;10854;10818;10740;10483;10606;
9000;25705;15576;13189;12266;11768;11254;11098;10931;10907;10763;10584;10643;
9100;26128;15767;13264;12344;11746;11370;11246;11069;10962;10904;10747;10885;
9200;26535;15962;13412;12507;11902;11538;11325;11185;11236;11010;10809;10907;
9300;26498;16083;13593;12562;12023;11621;11516;11243;11263;11066;10959;10966;
9400;26806;16252;13776;12776;12114;11705;11608;11444;11363;11160;11093;11179;
9500;27279;16441;13968;12861;12256;11911;11748;11487;11520;11286;11202;11205;
9600;27599;16518;14028;12991;12421;11994;11805;11583;11589;11371;11322;11317;
9700;27712;16782;14198;13101;12589;12113;11930;11680;11689;11542;11381;11511;
9800;28208;16957;14319;13257;12716;12144;12037;11745;11829;11661;11584;11448;
9900;28531;17119;14452;13398;12846;12334;12206;11891;11935;11765;11657;11672;
10000;28743;17312;14585;13485;12926;12407;12343;11993;12050;11858;11765;11780;
